You are now connected to database "skiver" as user "johnny".
 user_id | username  | password  |                      profile_image_url                      
---------+-----------+-----------+-------------------------------------------------------------
       1 | abbie     | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       2 | brian     | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       3 | catherine | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       4 | david     | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       5 | ellie     | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       6 | frank     | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       7 | graham    | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       8 | holly     | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
       9 | ian       | password  | https://skiver.co.uk/assets/images/avatars/avatar_image.png
      10 | johnny    | internick | https://skiver.co.uk/assets/images/avatars/avatar_image.png
(10 rows)

 post_id | username  |                                                                body                                                                 | likes |                                     image_url                                      |   timestamp   
---------+-----------+-------------------------------------------------------------------------------------------------------------------------------------+-------+------------------------------------------------------------------------------------+---------------
       1 | abbie     | Post 1 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363037
       2 | brian     | Post 2 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363038
       3 | catherine | Post 3 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363039
       4 | david     | Post 4 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363040
       5 | ellie     | Post 5 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363041
       6 | frank     | Post 6 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363042
       7 | graham    | Post 7 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363043
       8 | holly     | Post 8 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363044
       9 | ian       | Post 9 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua.  |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363045
      10 | johnny    | Post 10 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363046
      11 | abbie     | Post 11 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363047
      12 | brian     | Post 12 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363048
      13 | catherine | Post 13 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363049
      14 | david     | Post 14 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363050
      15 | ellie     | Post 15 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363051
      16 | frank     | Post 16 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363052
      17 | graham    | Post 17 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363053
      18 | holly     | Post 18 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363054
      19 | ian       | Post 19 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363055
      20 | johnny    | Post 20 Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. |     0 | https://skiver.co.uk/assets/images/photos/guinea_pig_in_glasses_reading_a_book.jpg | 1676452363056
(20 rows)

 comment_id | post_id |   owner   |          body           |   timestamp   
------------+---------+-----------+-------------------------+---------------
          1 |       1 | abbie     | Comment 1 for post 1.   | 1676452363037
          2 |       1 | brian     | Comment 2 for post 1.   | 1676452363038
          3 |       1 | catherine | Comment 3 for post 1.   | 1676452363039
          4 |       1 | david     | Comment 4 for post 1.   | 1676452363040
          5 |       1 | ellie     | Comment 5 for post 1.   | 1676452363041
          6 |       1 | frank     | Comment 6 for post 1.   | 1676452363042
          7 |       1 | graham    | Comment 7 for post 1.   | 1676452363043
          8 |       1 | holly     | Comment 8 for post 1.   | 1676452363044
          9 |       1 | ian       | Comment 9 for post 1.   | 1676452363045
         10 |       1 | johnny    | Comment 10 for post 1.  | 1676452363046
         11 |       2 | abbie     | Comment 1 for post 2.   | 1676452363037
         12 |       2 | brian     | Comment 2 for post 2.   | 1676452363038
         13 |       2 | catherine | Comment 3 for post 2.   | 1676452363039
         14 |       2 | david     | Comment 4 for post 2.   | 1676452363040
         15 |       2 | ellie     | Comment 5 for post 2.   | 1676452363041
         16 |       2 | frank     | Comment 6 for post 2.   | 1676452363042
         17 |       2 | graham    | Comment 7 for post 2.   | 1676452363043
         18 |       2 | holly     | Comment 8 for post 2.   | 1676452363044
         19 |       2 | ian       | Comment 9 for post 2.   | 1676452363045
         20 |       2 | johnny    | Comment 10 for post 2.  | 1676452363046
         21 |       3 | abbie     | Comment 1 for post 3.   | 1676452363037
         22 |       3 | brian     | Comment 2 for post 3.   | 1676452363038
         23 |       3 | catherine | Comment 3 for post 3.   | 1676452363039
         24 |       3 | david     | Comment 4 for post 3.   | 1676452363040
         25 |       3 | ellie     | Comment 5 for post 3.   | 1676452363041
         26 |       3 | frank     | Comment 6 for post 3.   | 1676452363042
         27 |       3 | graham    | Comment 7 for post 3.   | 1676452363043
         28 |       3 | holly     | Comment 8 for post 3.   | 1676452363044
         29 |       3 | ian       | Comment 9 for post 3.   | 1676452363045
         30 |       3 | johnny    | Comment 10 for post 3.  | 1676452363046
         31 |       4 | abbie     | Comment 1 for post 4.   | 1676452363037
         32 |       4 | brian     | Comment 2 for post 4.   | 1676452363038
         33 |       4 | catherine | Comment 3 for post 4.   | 1676452363039
         34 |       4 | david     | Comment 4 for post 4.   | 1676452363040
         35 |       4 | ellie     | Comment 5 for post 4.   | 1676452363041
         36 |       4 | frank     | Comment 6 for post 4.   | 1676452363042
         37 |       4 | graham    | Comment 7 for post 4.   | 1676452363043
         38 |       4 | holly     | Comment 8 for post 4.   | 1676452363044
         39 |       4 | ian       | Comment 9 for post 4.   | 1676452363045
         40 |       4 | johnny    | Comment 10 for post 4.  | 1676452363046
         41 |       5 | abbie     | Comment 1 for post 5.   | 1676452363037
         42 |       5 | brian     | Comment 2 for post 5.   | 1676452363038
         43 |       5 | catherine | Comment 3 for post 5.   | 1676452363039
         44 |       5 | david     | Comment 4 for post 5.   | 1676452363040
         45 |       5 | ellie     | Comment 5 for post 5.   | 1676452363041
         46 |       5 | frank     | Comment 6 for post 5.   | 1676452363042
         47 |       5 | graham    | Comment 7 for post 5.   | 1676452363043
         48 |       5 | holly     | Comment 8 for post 5.   | 1676452363044
         49 |       5 | ian       | Comment 9 for post 5.   | 1676452363045
         50 |       5 | johnny    | Comment 10 for post 5.  | 1676452363046
         51 |       6 | abbie     | Comment 1 for post 6.   | 1676452363037
         52 |       6 | brian     | Comment 2 for post 6.   | 1676452363038
         53 |       6 | catherine | Comment 3 for post 6.   | 1676452363039
         54 |       6 | david     | Comment 4 for post 6.   | 1676452363040
         55 |       6 | ellie     | Comment 5 for post 6.   | 1676452363041
         56 |       6 | frank     | Comment 6 for post 6.   | 1676452363042
         57 |       6 | graham    | Comment 7 for post 6.   | 1676452363043
         58 |       6 | holly     | Comment 8 for post 6.   | 1676452363044
         59 |       6 | ian       | Comment 9 for post 6.   | 1676452363045
         60 |       6 | johnny    | Comment 10 for post 6.  | 1676452363046
         61 |       7 | abbie     | Comment 1 for post 7.   | 1676452363037
         62 |       7 | brian     | Comment 2 for post 7.   | 1676452363038
         63 |       7 | catherine | Comment 3 for post 7.   | 1676452363039
         64 |       7 | david     | Comment 4 for post 7.   | 1676452363040
         65 |       7 | ellie     | Comment 5 for post 7.   | 1676452363041
         66 |       7 | frank     | Comment 6 for post 7.   | 1676452363042
         67 |       7 | graham    | Comment 7 for post 7.   | 1676452363043
         68 |       7 | holly     | Comment 8 for post 7.   | 1676452363044
         69 |       7 | ian       | Comment 9 for post 7.   | 1676452363045
         70 |       7 | johnny    | Comment 10 for post 7.  | 1676452363046
         71 |       8 | abbie     | Comment 1 for post 8.   | 1676452363037
         72 |       8 | brian     | Comment 2 for post 8.   | 1676452363038
         73 |       8 | catherine | Comment 3 for post 8.   | 1676452363039
         74 |       8 | david     | Comment 4 for post 8.   | 1676452363040
         75 |       8 | ellie     | Comment 5 for post 8.   | 1676452363041
         76 |       8 | frank     | Comment 6 for post 8.   | 1676452363042
         77 |       8 | graham    | Comment 7 for post 8.   | 1676452363043
         78 |       8 | holly     | Comment 8 for post 8.   | 1676452363044
         79 |       8 | ian       | Comment 9 for post 8.   | 1676452363045
         80 |       8 | johnny    | Comment 10 for post 8.  | 1676452363046
         81 |       9 | abbie     | Comment 1 for post 9.   | 1676452363037
         82 |       9 | brian     | Comment 2 for post 9.   | 1676452363038
         83 |       9 | catherine | Comment 3 for post 9.   | 1676452363039
         84 |       9 | david     | Comment 4 for post 9.   | 1676452363040
         85 |       9 | ellie     | Comment 5 for post 9.   | 1676452363041
         86 |       9 | frank     | Comment 6 for post 9.   | 1676452363042
         87 |       9 | graham    | Comment 7 for post 9.   | 1676452363043
         88 |       9 | holly     | Comment 8 for post 9.   | 1676452363044
         89 |       9 | ian       | Comment 9 for post 9.   | 1676452363045
         90 |       9 | johnny    | Comment 10 for post 9.  | 1676452363046
         91 |      10 | abbie     | Comment 1 for post 10.  | 1676452363037
         92 |      10 | brian     | Comment 2 for post 10.  | 1676452363038
         93 |      10 | catherine | Comment 3 for post 10.  | 1676452363039
         94 |      10 | david     | Comment 4 for post 10.  | 1676452363040
         95 |      10 | ellie     | Comment 5 for post 10.  | 1676452363041
         96 |      10 | frank     | Comment 6 for post 10.  | 1676452363042
         97 |      10 | graham    | Comment 7 for post 10.  | 1676452363043
         98 |      10 | holly     | Comment 8 for post 10.  | 1676452363044
         99 |      10 | ian       | Comment 9 for post 10.  | 1676452363045
        100 |      10 | johnny    | Comment 10 for post 10. | 1676452363046
        101 |      11 | abbie     | Comment 1 for post 11.  | 1676452363037
        102 |      11 | brian     | Comment 2 for post 11.  | 1676452363038
        103 |      11 | catherine | Comment 3 for post 11.  | 1676452363039
        104 |      11 | david     | Comment 4 for post 11.  | 1676452363040
        105 |      11 | ellie     | Comment 5 for post 11.  | 1676452363041
        106 |      11 | frank     | Comment 6 for post 11.  | 1676452363042
        107 |      11 | graham    | Comment 7 for post 11.  | 1676452363043
        108 |      11 | holly     | Comment 8 for post 11.  | 1676452363044
        109 |      11 | ian       | Comment 9 for post 11.  | 1676452363045
        110 |      11 | johnny    | Comment 10 for post 11. | 1676452363046
        111 |      12 | abbie     | Comment 1 for post 12.  | 1676452363037
        112 |      12 | brian     | Comment 2 for post 12.  | 1676452363038
        113 |      12 | catherine | Comment 3 for post 12.  | 1676452363039
        114 |      12 | david     | Comment 4 for post 12.  | 1676452363040
        115 |      12 | ellie     | Comment 5 for post 12.  | 1676452363041
        116 |      12 | frank     | Comment 6 for post 12.  | 1676452363042
        117 |      12 | graham    | Comment 7 for post 12.  | 1676452363043
        118 |      12 | holly     | Comment 8 for post 12.  | 1676452363044
        119 |      12 | ian       | Comment 9 for post 12.  | 1676452363045
        120 |      12 | johnny    | Comment 10 for post 12. | 1676452363046
        121 |      13 | abbie     | Comment 1 for post 13.  | 1676452363037
        122 |      13 | brian     | Comment 2 for post 13.  | 1676452363038
        123 |      13 | catherine | Comment 3 for post 13.  | 1676452363039
        124 |      13 | david     | Comment 4 for post 13.  | 1676452363040
        125 |      13 | ellie     | Comment 5 for post 13.  | 1676452363041
        126 |      13 | frank     | Comment 6 for post 13.  | 1676452363042
        127 |      13 | graham    | Comment 7 for post 13.  | 1676452363043
        128 |      13 | holly     | Comment 8 for post 13.  | 1676452363044
        129 |      13 | ian       | Comment 9 for post 13.  | 1676452363045
        130 |      13 | johnny    | Comment 10 for post 13. | 1676452363046
        131 |      14 | abbie     | Comment 1 for post 14.  | 1676452363037
        132 |      14 | brian     | Comment 2 for post 14.  | 1676452363038
        133 |      14 | catherine | Comment 3 for post 14.  | 1676452363039
        134 |      14 | david     | Comment 4 for post 14.  | 1676452363040
        135 |      14 | ellie     | Comment 5 for post 14.  | 1676452363041
        136 |      14 | frank     | Comment 6 for post 14.  | 1676452363042
        137 |      14 | graham    | Comment 7 for post 14.  | 1676452363043
        138 |      14 | holly     | Comment 8 for post 14.  | 1676452363044
        139 |      14 | ian       | Comment 9 for post 14.  | 1676452363045
        140 |      14 | johnny    | Comment 10 for post 14. | 1676452363046
        141 |      15 | abbie     | Comment 1 for post 15.  | 1676452363037
        142 |      15 | brian     | Comment 2 for post 15.  | 1676452363038
        143 |      15 | catherine | Comment 3 for post 15.  | 1676452363039
        144 |      15 | david     | Comment 4 for post 15.  | 1676452363040
        145 |      15 | ellie     | Comment 5 for post 15.  | 1676452363041
        146 |      15 | frank     | Comment 6 for post 15.  | 1676452363042
        147 |      15 | graham    | Comment 7 for post 15.  | 1676452363043
        148 |      15 | holly     | Comment 8 for post 15.  | 1676452363044
        149 |      15 | ian       | Comment 9 for post 15.  | 1676452363045
        150 |      15 | johnny    | Comment 10 for post 15. | 1676452363046
        151 |      16 | abbie     | Comment 1 for post 16.  | 1676452363037
        152 |      16 | brian     | Comment 2 for post 16.  | 1676452363038
        153 |      16 | catherine | Comment 3 for post 16.  | 1676452363039
        154 |      16 | david     | Comment 4 for post 16.  | 1676452363040
        155 |      16 | ellie     | Comment 5 for post 16.  | 1676452363041
        156 |      16 | frank     | Comment 6 for post 16.  | 1676452363042
        157 |      16 | graham    | Comment 7 for post 16.  | 1676452363043
        158 |      16 | holly     | Comment 8 for post 16.  | 1676452363044
        159 |      16 | ian       | Comment 9 for post 16.  | 1676452363045
        160 |      16 | johnny    | Comment 10 for post 16. | 1676452363046
        161 |      17 | abbie     | Comment 1 for post 17.  | 1676452363037
        162 |      17 | brian     | Comment 2 for post 17.  | 1676452363038
        163 |      17 | catherine | Comment 3 for post 17.  | 1676452363039
        164 |      17 | david     | Comment 4 for post 17.  | 1676452363040
        165 |      17 | ellie     | Comment 5 for post 17.  | 1676452363041
        166 |      17 | frank     | Comment 6 for post 17.  | 1676452363042
        167 |      17 | graham    | Comment 7 for post 17.  | 1676452363043
        168 |      17 | holly     | Comment 8 for post 17.  | 1676452363044
        169 |      17 | ian       | Comment 9 for post 17.  | 1676452363045
        170 |      17 | johnny    | Comment 10 for post 17. | 1676452363046
        171 |      18 | abbie     | Comment 1 for post 18.  | 1676452363037
        172 |      18 | brian     | Comment 2 for post 18.  | 1676452363038
        173 |      18 | catherine | Comment 3 for post 18.  | 1676452363039
        174 |      18 | david     | Comment 4 for post 18.  | 1676452363040
        175 |      18 | ellie     | Comment 5 for post 18.  | 1676452363041
        176 |      18 | frank     | Comment 6 for post 18.  | 1676452363042
        177 |      18 | graham    | Comment 7 for post 18.  | 1676452363043
        178 |      18 | holly     | Comment 8 for post 18.  | 1676452363044
        179 |      18 | ian       | Comment 9 for post 18.  | 1676452363045
        180 |      18 | johnny    | Comment 10 for post 18. | 1676452363046
        181 |      19 | abbie     | Comment 1 for post 19.  | 1676452363037
        182 |      19 | brian     | Comment 2 for post 19.  | 1676452363038
        183 |      19 | catherine | Comment 3 for post 19.  | 1676452363039
        184 |      19 | david     | Comment 4 for post 19.  | 1676452363040
        185 |      19 | ellie     | Comment 5 for post 19.  | 1676452363041
        186 |      19 | frank     | Comment 6 for post 19.  | 1676452363042
        187 |      19 | graham    | Comment 7 for post 19.  | 1676452363043
        188 |      19 | holly     | Comment 8 for post 19.  | 1676452363044
        189 |      19 | ian       | Comment 9 for post 19.  | 1676452363045
        190 |      19 | johnny    | Comment 10 for post 19. | 1676452363046
        191 |      20 | abbie     | Comment 1 for post 20.  | 1676452363037
        192 |      20 | brian     | Comment 2 for post 20.  | 1676452363038
        193 |      20 | catherine | Comment 3 for post 20.  | 1676452363039
        194 |      20 | david     | Comment 4 for post 20.  | 1676452363040
        195 |      20 | ellie     | Comment 5 for post 20.  | 1676452363041
        196 |      20 | frank     | Comment 6 for post 20.  | 1676452363042
        197 |      20 | graham    | Comment 7 for post 20.  | 1676452363043
        198 |      20 | holly     | Comment 8 for post 20.  | 1676452363044
